counterparty,actor_category,crises,n_crises,n_transactions,total_amount,early_access,top_quartile_scale,intermediary_role,centrality_norm,recurrence_norm,cross_crisis_norm,information_channel_score
London County & Westminster Bank Ltd,clearing_or_joint_stock_bank,1914,1,265,9271925.9,0,1,0,0.8956,1.0,0.0,0.4791
Durant & Co,unknown,"1847,1857,1866",3,25,535238.9,1,1,0,0.0517,0.0943,0.6667,0.4745
P Grenfell & Sons,unknown,"1847,1857,1866",3,35,233664.2,1,1,0,0.0226,0.1321,0.6667,0.4743
Bevington & Morris,unknown,"1847,1857,1866",3,40,53693.4,1,1,0,0.0052,0.1509,0.6667,0.4737
H L & C Edwards & Co,unknown,"1847,1857,1866",3,35,152424.3,1,1,0,0.0147,0.1321,0.6667,0.4728
Charles & Fox,unknown,"1847,1857,1866",3,39,18504.1,1,1,0,0.0018,0.1472,0.6667,0.4724
Bennison & Lennard,unknown,"1847,1866",2,103,692022.7,1,1,0,0.0668,0.3887,0.3333,0.4717
Chaffey & Son,unknown,"1847,1857,1866",3,32,20208.6,1,1,0,0.002,0.1208,0.6667,0.4685
Suse & Sibeth,unknown,"1847,1866",2,101,516630.4,1,1,0,0.0499,0.3811,0.3333,0.4671
Small & Co,unknown,"1847,1857,1866",3,18,148091.2,1,1,0,0.0143,0.0679,0.6667,0.463
A & G W Alexander & Co,unknown,1857,1,51,4337505.4,1,1,0,0.419,0.1925,0.0,0.4627
Hohler & Co,unknown,1914,1,45,4380520.9,1,1,0,0.4231,0.1698,0.0,0.4601
F & E Godsell,unknown,"1847,1857,1866",3,10,26653.8,1,1,0,0.0026,0.0377,0.6667,0.4562
Cox Heisch & Co,unknown,"1847,1857,1866",3,6,34516.4,1,1,0,0.0033,0.0226,0.6667,0.4541
King & Foa,unknown,1914,1,51,3875752.8,1,1,0,0.3744,0.1925,0.0,0.4538
Sturt & Sharp,unknown,"1847,1857,1866",3,4,18408.1,1,1,0,0.0018,0.0151,0.6667,0.4526
Baker Duncombe & Co Ltd,unknown,1914,1,47,3677587.4,1,1,0,0.3552,0.1774,0.0,0.4476
Peek Bros & Co,unknown,"1847,1857",2,72,120631.1,1,1,0,0.0117,0.2717,0.3333,0.4431
G H & J F Wulff,unknown,"1847,1857",2,72,101686.0,1,1,0,0.0098,0.2717,0.3333,0.4427
H & D Sharpe,unknown,"1847,1857",2,73,49561.3,1,1,0,0.0048,0.2755,0.3333,0.4423
Cook Sons & Co,unknown,"1847,1857",2,60,225741.5,1,1,0,0.0218,0.2264,0.3333,0.4383
Cunliffes & Co,unknown,"1847,1857",2,27,875280.8,1,1,0,0.0845,0.1019,0.3333,0.4322
Bordier Fabris & Co,unknown,"1847,1857",2,47,223528.7,1,1,0,0.0216,0.1774,0.3333,0.4309
Prior Turner & Co,unknown,"1847,1857",2,49,86551.0,1,1,0,0.0084,0.1849,0.3333,0.4294
H & J Johnston & Co,unknown,"1847,1857",2,38,362778.1,1,1,0,0.035,0.1434,0.3333,0.4285
H W Eaton,unknown,"1847,1857",2,42,174993.4,1,1,0,0.0169,0.1585,0.3333,0.4272
Bruce Buxton & Co,unknown,1847,1,46,2641114.3,1,1,0,0.2551,0.1736,0.0,0.4271
G B Carr,unknown,"1847,1857",2,40,119220.7,1,1,0,0.0115,0.1509,0.3333,0.4249
E Sieveking & Son,unknown,"1847,1857",2,38,162402.3,1,1,0,0.0157,0.1434,0.3333,0.4246
W & J Devas & Co,unknown,"1847,1866",2,36,196429.9,1,1,0,0.019,0.1358,0.3333,0.4242
T J & T Powell,unknown,"1847,1857",2,40,77117.5,1,1,0,0.0074,0.1509,0.3333,0.4241
Miller & Potter,unknown,"1847,1857",2,40,34239.3,1,1,0,0.0033,0.1509,0.3333,0.4233
David Lloyd,unknown,"1847,1857",2,39,58025.0,1,1,0,0.0056,0.1472,0.3333,0.4232
Bieber & Co,unknown,"1857,1866",2,33,199628.2,1,1,0,0.0193,0.1245,0.3333,0.4225
David Evans & Co,unknown,"1857,1866",2,36,107087.4,1,1,0,0.0103,0.1358,0.3333,0.4224
Oriental Bank Corporation,foreign_or_colonial_financial,"1857,1866",2,14,715807.5,1,1,0,0.0691,0.0528,0.3333,0.4217
Andrew Jackson & Co,unknown,"1847,1866",2,36,14270.6,1,1,0,0.0014,0.1358,0.3333,0.4206
S Reuter,unknown,"1847,1857",2,33,94336.3,1,1,0,0.0091,0.1245,0.3333,0.4205
D & T J Warren,unknown,"1847,1866",2,35,27145.4,1,1,0,0.0026,0.1321,0.3333,0.4203
Do,unknown,"1847,1857",2,23,353721.1,1,1,0,0.0342,0.0868,0.3333,0.4199
Gledstanes & Co,unknown,"1847,1857",2,27,232389.1,1,1,0,0.0224,0.1019,0.3333,0.4198
F Harrison & Co,unknown,"1847,1857",2,33,45652.4,1,1,0,0.0044,0.1245,0.3333,0.4196
R & J Henderson,unknown,"1847,1866",2,23,325255.5,1,1,0,0.0314,0.0868,0.3333,0.4193
B Elkin & Sons,unknown,"1847,1857",2,33,30064.4,1,1,0,0.0029,0.1245,0.3333,0.4192
J L Lemme & Co,unknown,"1847,1857",2,22,296127.8,1,1,0,0.0286,0.083,0.3333,0.4182
Rainey Bruce & Co,unknown,"1847,1857",2,31,26194.7,1,1,0,0.0025,0.117,0.3333,0.418
King Melvil & Co,unknown,"1847,1866",2,27,84447.8,1,1,0,0.0082,0.1019,0.3333,0.4169
Spalding & Hodge,unknown,"1847,1866",2,28,51697.6,1,1,0,0.005,0.1057,0.3333,0.4169
Bradbury & Cook,unknown,"1857,1866",2,26,97236.4,1,1,0,0.0094,0.0981,0.3333,0.4166
Giles Loder,unknown,"1847,1866",2,20,260495.8,1,1,0,0.0252,0.0755,0.3333,0.4164
Haarbleicher Schumann,unknown,1914,1,39,2280963.9,1,1,0,0.2203,0.1472,0.0,0.4161
B S & J Phillips & Co,unknown,"1857,1866",2,22,167561.3,1,1,0,0.0162,0.083,0.3333,0.4157
J Hubbard & Co,unknown,"1847,1857",2,22,169768.6,1,1,0,0.0164,0.083,0.3333,0.4157
Daniell Dickinson & Co,unknown,"1847,1857",2,24,94084.6,1,1,0,0.0091,0.0906,0.3333,0.4154
W Jameson & Son,unknown,"1847,1857",2,25,43263.4,1,1,0,0.0042,0.0943,0.3333,0.415
Randells & Co,unknown,"1847,1857",2,24,54183.0,1,1,0,0.0052,0.0906,0.3333,0.4146
Pinto Perez & Co,unknown,"1847,1857",2,24,52044.8,1,1,0,0.005,0.0906,0.3333,0.4146
J Hart & Co,unknown,"1847,1857",2,25,25151.0,1,1,0,0.0024,0.0943,0.3333,0.4146
Anglo South American Bank Ltd,foreign_or_colonial_financial,1914,1,39,2166880.9,1,1,0,0.2093,0.1472,0.0,0.4139
D Taylor & Sons,unknown,"1847,1857",2,22,65761.2,1,1,0,0.0064,0.083,0.3333,0.4137
J Bischoff & Sons,unknown,"1847,1857",2,21,23288.4,1,1,0,0.0022,0.0792,0.3333,0.4123
R Rea & Co,unknown,"1847,1857",2,21,19510.1,1,1,0,0.0019,0.0792,0.3333,0.4123
J Davies & Son,unknown,"1847,1857",2,21,16573.9,1,1,0,0.0016,0.0792,0.3333,0.4122
Haycroft & Pethick,unknown,"1857,1866",2,17,118786.5,1,1,0,0.0115,0.0642,0.3333,0.4119
Sampson Mitchell & Co,unknown,"1847,1857",2,14,197231.0,1,1,0,0.0191,0.0528,0.3333,0.4117
G Hitchcock & Co,unknown,"1847,1857",2,19,46419.8,1,1,0,0.0045,0.0717,0.3333,0.4116
J Gaury & Co,unknown,"1847,1857",2,18,56067.6,1,1,0,0.0054,0.0679,0.3333,0.4113
J & J Vickers & Co,unknown,"1847,1866",2,19,19195.8,1,1,0,0.0019,0.0717,0.3333,0.4111
Somes Mullens & Co,unknown,"1857,1866",2,18,48865.4,1,1,0,0.0047,0.0679,0.3333,0.4111
Welch Margetson & Co,unknown,"1847,1857",2,18,41195.9,1,1,0,0.004,0.0679,0.3333,0.411
Heugh Balfour & Co,unknown,"1857,1866",2,15,128543.7,1,1,0,0.0124,0.0566,0.3333,0.411
Conway Phelps & Hayward,unknown,"1857,1866",2,18,33700.8,1,1,0,0.0033,0.0679,0.3333,0.4108
White Son & Co,unknown,"1857,1866",2,18,33450.7,1,1,0,0.0032,0.0679,0.3333,0.4108
Louis Cohen,unknown,"1847,1857",2,14,119870.3,1,1,0,0.0116,0.0528,0.3333,0.4102
Stephenson Clarke,unknown,"1857,1866",2,17,19939.0,1,1,0,0.0019,0.0642,0.3333,0.41
Elias & Co,unknown,"1857,1866",2,13,134345.1,1,1,0,0.013,0.0491,0.3333,0.41
Kerr & Scott,unknown,"1847,1857",2,16,30785.2,1,1,0,0.003,0.0604,0.3333,0.4097
C. & C. I. Coles,unknown,"1857,1866",2,14,81295.2,1,1,0,0.0079,0.0528,0.3333,0.4095
Cole Nichols & Co,unknown,"1847,1857",2,15,49249.8,1,1,0,0.0048,0.0566,0.3333,0.4094
James Hill & Sons,unknown,"1857,1866",2,11,159327.4,1,1,0,0.0154,0.0415,0.3333,0.4093
W Klein,unknown,"1857,1866",2,15,40035.5,1,1,0,0.0039,0.0566,0.3333,0.4093
Mangles & Co,unknown,"1847,1857",2,15,34764.9,1,1,0,0.0034,0.0566,0.3333,0.4092
Coventry Sheppard & Co,unknown,"1857,1866",2,15,27783.0,1,1,0,0.0027,0.0566,0.3333,0.409
D Drakeford & Co,unknown,"1847,1857",2,15,25732.1,1,1,0,0.0025,0.0566,0.3333,0.409
Bevingtons & Sons,unknown,"1847,1866",2,15,29285.0,1,1,0,0.0028,0.0566,0.3333,0.409
W Kendle,unknown,"1847,1857",2,15,7874.1,1,1,0,0.0008,0.0566,0.3333,0.4086
L Hart & Son,unknown,"1847,1857",2,14,25235.5,1,1,0,0.0024,0.0528,0.3333,0.4084
Moses Brothers,unknown,"1857,1866",2,13,40285.2,1,1,0,0.0039,0.0491,0.3333,0.4081
Edwards Eastty & Co,unknown,"1857,1866",2,12,63226.6,1,1,0,0.0061,0.0453,0.3333,0.408
Phillips King & Co,unknown,"1847,1857",2,13,23178.1,1,1,0,0.0022,0.0491,0.3333,0.4078
P Hava & Co,unknown,"1847,1857",2,12,45477.8,1,1,0,0.0044,0.0453,0.3333,0.4077
Leaf Sons & Co,unknown,"1857,1866",2,10,99803.7,1,1,0,0.0096,0.0377,0.3333,0.4076
R Johnson & Co,unknown,"1857,1866",2,12,9211.3,1,1,0,0.0009,0.0453,0.3333,0.407
J F Fixsen & Co,unknown,"1847,1857",2,11,11993.4,1,1,0,0.0012,0.0415,0.3333,0.4065
Horstman & Co,unknown,"1857,1866",2,8,99717.3,1,1,0,0.0096,0.0302,0.3333,0.4064
H Waithman & Co,unknown,"1847,1857",2,10,25916.5,1,1,0,0.0025,0.0377,0.3333,0.4061
George Brettle & Co,unknown,"1857,1866",2,10,21481.3,1,1,0,0.0021,0.0377,0.3333,0.4061
Thomson Bonar & Co,unknown,"1847,1866",2,8,74528.1,1,1,0,0.0072,0.0302,0.3333,0.406
Marshall Page & Co,unknown,"1857,1866",2,10,17596.1,1,1,0,0.0017,0.0377,0.3333,0.406
Lemon Hart & Son,unknown,"1847,1866",2,9,38159.7,1,1,0,0.0037,0.034,0.3333,0.4058
Spartali & Co,unknown,"1857,1866",2,8,53709.2,1,1,0,0.0052,0.0302,0.3333,0.4056
B Salomons & Sons,unknown,"1847,1857",2,9,18764.0,1,1,0,0.0018,0.034,0.3333,0.4055
Blogg & Martin,unknown,"1847,1866",2,6,102840.4,1,1,0,0.0099,0.0226,0.3333,0.4054
H H Lindsay,unknown,"1847,1857",2,9,11629.2,1,1,0,0.0011,0.034,0.3333,0.4053
John Harbottle,unknown,"1857,1866",2,8,25708.5,1,1,0,0.0025,0.0302,0.3333,0.405
Ralli & Mavrojani,unknown,"1857,1866",2,7,30870.6,1,1,0,0.003,0.0264,0.3333,0.4046
"Chartered Bank Of India, Austrailia & China",foreign_or_colonial_financial,1914,1,22,2175719.5,1,1,0,0.2102,0.083,0.0,0.4045
Ralli Bros,unknown,"1847,1914",2,4,108912.8,1,1,0,0.0105,0.0151,0.3333,0.4044
A & G N Alexander & Co,unknown,1847,1,31,1899818.5,1,1,0,0.1835,0.117,0.0,0.4043
James Watt & Co,unknown,"1857,1866",2,7,15026.6,1,1,0,0.0015,0.0264,0.3333,0.4043
Geo Gibbs & Son,merchant_bank,"1847,1857",2,7,1648.1,1,0,1,0.0002,0.0264,0.3333,0.404
Imperial Ottoman Bank,foreign_or_colonial_financial,1914,1,19,2237876.9,1,1,0,0.2162,0.0717,0.0,0.404
Samuel Stone,unknown,"1847,1857",2,6,25479.1,1,1,0,0.0025,0.0226,0.3333,0.4039
Zarifi Brothers & Co,unknown,"1857,1866",2,5,55602.7,1,1,0,0.0054,0.0189,0.3333,0.4039
H Bateman,unknown,"1847,1857",2,6,23848.4,1,1,0,0.0023,0.0226,0.3333,0.4038
Nathaniel Cohen,unknown,"1857,1866",2,5,42495.7,1,1,0,0.0041,0.0189,0.3333,0.4036
Bailey Pegg & Co,unknown,"1847,1857",2,6,11321.1,1,1,0,0.0011,0.0226,0.3333,0.4036
John Pirie & Co,unknown,"1857,1866",2,5,16580.0,1,1,0,0.0016,0.0189,0.3333,0.4032
Colchesters & Woolner,unknown,"1857,1866",2,5,16927.9,1,1,0,0.0016,0.0189,0.3333,0.4032
H & C Kent,unknown,"1857,1866",2,5,15494.2,1,1,0,0.0015,0.0189,0.3333,0.4031
James Barber & Co,unknown,"1857,1866",2,5,11831.7,1,1,0,0.0011,0.0189,0.3333,0.403
Morgan Brothers,merchant_bank,"1857,1866",2,4,11800.3,1,0,1,0.0011,0.0151,0.3333,0.4025
Joseph Jackson,unknown,"1847,1857",2,4,7350.0,1,1,0,0.0007,0.0151,0.3333,0.4024
Jellicoe & Wix,unknown,"1847,1857",2,4,6790.8,1,1,0,0.0007,0.0151,0.3333,0.4024
Dudgeon & Co,unknown,"1847,1857",2,3,8007.0,1,1,0,0.0008,0.0113,0.3333,0.4018
Churchill & Sim,unknown,"1857,1914",2,2,28811.2,1,1,0,0.0028,0.0075,0.3333,0.4017
R.Cunliffe Sons Co,unknown,1914,1,24,1899733.2,1,1,0,0.1835,0.0906,0.0,0.4003
Thomas Walker WW,unknown,1847,1,83,70115.0,1,1,0,0.0068,0.3132,0.0,0.3983
Hong Kong & Shanghai Banking Corporation,unknown,1914,1,24,1617882.9,1,1,0,0.1563,0.0906,0.0,0.3948
S.Montagu Co,unknown,1914,1,32,1376063.8,1,1,0,0.1329,0.1208,0.0,0.3947
R B Byass,unknown,1847,1,76,52471.6,1,1,0,0.0051,0.2868,0.0,0.394
Coates & Co,unknown,1847,1,65,264642.7,1,1,0,0.0256,0.2453,0.0,0.3919
Ryder & Co,unknown,1914,1,20,1458923.0,1,1,0,0.1409,0.0755,0.0,0.3895
Smith Fleming & Co,unknown,1866,1,29,1130267.1,1,1,0,0.1092,0.1094,0.0,0.3883
Rob Lawes & Co,unknown,1847,1,42,610292.4,1,1,0,0.0589,0.1585,0.0,0.3856
Kraeutler & Mueville,unknown,1847,1,45,445125.4,1,1,0,0.043,0.1698,0.0,0.3841
William Nash,unknown,1847,1,58,61351.7,1,1,0,0.0059,0.2189,0.0,0.384
Lyon & Lucker,unknown,1914,1,22,1005164.5,1,1,0,0.0971,0.083,0.0,0.3819
Robert Smith & Co,unknown,1866,1,47,257094.5,1,1,0,0.0248,0.1774,0.0,0.3816
R Lawes & Co,unknown,1857,1,25,888937.5,1,1,0,0.0859,0.0943,0.0,0.3813
H Castellain Sons & Co,unknown,1847,1,47,232284.3,1,1,0,0.0224,0.1774,0.0,0.3811
Jas Lang,unknown,1847,1,48,192731.1,1,1,0,0.0186,0.1811,0.0,0.3809
Daniell Cafenove & Co,unknown,1914,1,28,780754.3,1,1,0,0.0754,0.1057,0.0,0.3809
Ralli & Mavrajani,unknown,1847,1,47,198345.6,1,1,0,0.0192,0.1774,0.0,0.3804
Harwood Knight & Allen,unknown,1866,1,19,984430.0,1,1,0,0.0951,0.0717,0.0,0.3798
Carr Lamb & Co,unknown,1847,1,47,94810.0,1,1,0,0.0092,0.1774,0.0,0.3784
White & Shaxson,unknown,1914,1,22,782893.5,1,1,0,0.0756,0.083,0.0,0.3776
Morrison D & Co,unknown,1847,1,36,352634.3,1,1,0,0.0341,0.1358,0.0,0.3772
P T Ralli,unknown,1857,1,42,170952.4,1,1,0,0.0165,0.1585,0.0,0.3771
Mercantile Bank Of India Ltd,foreign_or_colonial_financial,1914,1,20,819240.3,1,1,0,0.0791,0.0755,0.0,0.3771
R Nunes,unknown,1847,1,46,21195.1,1,1,0,0.002,0.1736,0.0,0.3764
Perkins Schlusser & Co,unknown,1847,1,40,188293.9,1,1,0,0.0182,0.1509,0.0,0.3763
International Banking Corporation,unknown,1914,1,22,708043.3,1,1,0,0.0684,0.083,0.0,0.3761
W Cater,unknown,1847,1,44,51942.7,1,1,0,0.005,0.166,0.0,0.3759
Hyde Hodge & Co,unknown,1857,1,38,222453.9,1,1,0,0.0215,0.1434,0.0,0.3758
Bischoffshein G & Co,unknown,1847,1,32,389796.6,1,1,0,0.0377,0.1208,0.0,0.3757
H W Schwartz,unknown,1847,1,41,108931.3,1,1,0,0.0105,0.1547,0.0,0.3753
British Bank Of South America Ltd,clearing_or_joint_stock_bank,1914,1,12,952994.2,1,1,0,0.0921,0.0453,0.0,0.3752
Schunck S & Co,unknown,1847,1,35,275840.7,1,1,0,0.0266,0.1321,0.0,0.3751
A. Ruffer & Sons,unknown,1914,1,28,470857.4,1,1,0,0.0455,0.1057,0.0,0.375
T & J Ralli,unknown,1866,1,41,90859.8,1,1,0,0.0088,0.1547,0.0,0.375
William Brandt'S Sons & Co,unknown,1914,1,13,899189.7,1,1,0,0.0869,0.0491,0.0,0.3747
A Nichol & Son,unknown,1847,1,42,47578.1,1,1,0,0.0046,0.1585,0.0,0.3747
David Evans,unknown,1847,1,38,156935.7,1,1,0,0.0152,0.1434,0.0,0.3746
Cavan Bros & Co,unknown,1847,1,37,182987.4,1,1,0,0.0177,0.1396,0.0,0.3745
Conway Phelps & Co,unknown,1847,1,39,125388.2,1,1,0,0.0121,0.1472,0.0,0.3745
Rawson & Norton & Co,unknown,1847,1,38,138142.4,1,1,0,0.0133,0.1434,0.0,0.3742
Gould Dowie & M,unknown,1847,1,40,74818.2,1,1,0,0.0072,0.1509,0.0,0.3741
W H Ogden,unknown,1847,1,40,58935.9,1,1,0,0.0057,0.1509,0.0,0.3738
Rob Knapton,unknown,1847,1,41,31124.6,1,1,0,0.003,0.1547,0.0,0.3738
Streatfeild L & Co,unknown,1847,1,40,59562.0,1,1,0,0.0058,0.1509,0.0,0.3738
L Phillips & Sons,unknown,1847,1,40,57569.7,1,1,0,0.0056,0.1509,0.0,0.3738
Fenn Kemm & Co,unknown,1847,1,40,50223.8,1,1,0,0.0049,0.1509,0.0,0.3736
B Figdor,unknown,1847,1,39,75762.7,1,1,0,0.0073,0.1472,0.0,0.3735
L Alexander & Co,unknown,1847,1,34,161964.6,1,1,0,0.0156,0.1283,0.0,0.3724
De Mattos & De Leon,unknown,1847,1,34,149963.8,1,1,0,0.0145,0.1283,0.0,0.3721
Castellain Sons & Co,unknown,1847,1,32,198883.9,1,1,0,0.0192,0.1208,0.0,0.372
Siordeh M & Co,unknown,1847,1,34,131009.5,1,1,0,0.0127,0.1283,0.0,0.3718
E B Brown,unknown,1847,1,37,27546.8,1,1,0,0.0027,0.1396,0.0,0.3715
J Reay Jnr & H Reay,unknown,1847,1,36,25473.7,1,1,0,0.0025,0.1358,0.0,0.3709
A Bell & Sons,unknown,1857,1,33,104493.8,1,1,0,0.0101,0.1245,0.0,0.3707
H Woodfull,unknown,1847,1,36,6845.5,1,1,0,0.0007,0.1358,0.0,0.3705
Rougemont Bros,unknown,1847,1,33,94598.5,1,1,0,0.0091,0.1245,0.0,0.3705
Haarbleichen Schumaum,unknown,1866,1,25,328000.7,1,1,0,0.0317,0.0943,0.0,0.3705
Holford & Co,unknown,1847,1,30,167489.2,1,1,0,0.0162,0.1132,0.0,0.3702
Ellice Kinnear & Co,unknown,1847,1,27,257169.4,1,1,0,0.0248,0.1019,0.0,0.3702
Schuezler & Co,unknown,1847,1,34,46743.5,1,1,0,0.0045,0.1283,0.0,0.3701
Cama & Co,unknown,1857,1,29,186057.0,1,1,0,0.018,0.1094,0.0,0.37
Booker Sons & Co,unknown,1847,1,34,28090.0,1,1,0,0.0027,0.1283,0.0,0.3698
Arbuthnol Latham & Co,unknown,1847,1,28,197114.1,1,1,0,0.019,0.1057,0.0,0.3697
Vyse & Sons,unknown,1847,1,32,79594.3,1,1,0,0.0077,0.1208,0.0,0.3697
Frederick Youle,unknown,1866,1,24,308573.3,1,1,0,0.0298,0.0906,0.0,0.3696
Fob Wright & Co,unknown,1847,1,31,97139.8,1,1,0,0.0094,0.117,0.0,0.3694
Charles Walton,unknown,1847,1,33,30108.9,1,1,0,0.0029,0.1245,0.0,0.3693
R Johnson & Neph,unknown,1847,1,33,26299.4,1,1,0,0.0025,0.1245,0.0,0.3692
Pearse & Child,unknown,1847,1,31,87955.7,1,1,0,0.0085,0.117,0.0,0.3692
Suse + Sibeth,unknown,1857,1,26,219100.7,1,1,0,0.0212,0.0981,0.0,0.369
Joseph Allard,unknown,1866,1,28,155957.9,1,1,0,0.0151,0.1057,0.0,0.3689
Coventry & Sheppard,unknown,1847,1,31,64856.4,1,1,0,0.0063,0.117,0.0,0.3688
Alex & Bell,unknown,1847,1,30,83117.6,1,1,0,0.008,0.1132,0.0,0.3686
John Brown,unknown,1847,1,32,24887.2,1,1,0,0.0024,0.1208,0.0,0.3686
Abbott Nottingham & Co,unknown,1847,1,32,26493.8,1,1,0,0.0026,0.1208,0.0,0.3686
F W Russell,unknown,1847,1,30,76198.0,1,1,0,0.0074,0.1132,0.0,0.3685
Rob & Harrison & Co,unknown,1847,1,29,102545.4,1,1,0,0.0099,0.1094,0.0,0.3684
Allen & Anderson,unknown,1847,1,25,209208.1,1,1,0,0.0202,0.0943,0.0,0.3682
Spartali & Lascaridi,unknown,1847,1,26,175937.4,1,1,0,0.017,0.0981,0.0,0.3681
J W Browne & Co,unknown,1847,1,31,28088.9,1,1,0,0.0027,0.117,0.0,0.3681
Streatfield Laurence & Co,unknown,1857,1,25,199265.1,1,1,0,0.0192,0.0943,0.0,0.368
Nestle Andreas & Co,unknown,1847,1,30,49232.8,1,1,0,0.0048,0.1132,0.0,0.3679
McCalmont Bros & Co,unknown,1847,1,24,215990.3,1,1,0,0.0209,0.0906,0.0,0.3678
R Eglinton & Co,unknown,1847,1,26,156221.9,1,1,0,0.0151,0.0981,0.0,0.3677
Aubertin Bros,unknown,1847,1,30,24407.9,1,1,0,0.0024,0.1132,0.0,0.3675
George Peabody,unknown,1847,1,25,175048.2,1,1,0,0.0169,0.0943,0.0,0.3675
Thomas Tapling & Co,unknown,1857,1,29,51033.1,1,1,0,0.0049,0.1094,0.0,0.3674
Timothy Wiggin & Co,unknown,1857,1,21,284535.7,1,1,0,0.0275,0.0792,0.0,0.3674
Gregson & Co,unknown,1847,1,24,193928.6,1,1,0,0.0187,0.0906,0.0,0.3673
Crawford C & Co,unknown,1847,1,24,190777.0,1,1,0,0.0184,0.0906,0.0,0.3673
Canadian Bank Of Commerce,foreign_or_colonial_financial,1914,1,10,603157.1,1,1,0,0.0583,0.0377,0.0,0.3673
Lon: Asiatic & American Coy Limited,unknown,1866,1,18,365609.9,1,1,0,0.0353,0.0679,0.0,0.3672
J F Pawson & Co,unknown,1847,1,25,157632.9,1,1,0,0.0152,0.0943,0.0,0.3672
Gledstones & Co,unknown,1866,1,19,322102.0,1,1,0,0.0311,0.0717,0.0,0.367
Fletcher A & Co,unknown,1847,1,19,321374.6,1,1,0,0.031,0.0717,0.0,0.367
The Ebbw Vale Co Ltd,unknown,1866,1,19,323600.7,1,1,0,0.0313,0.0717,0.0,0.367
Leys Masson & Co,unknown,1847,1,29,30201.4,1,1,0,0.0029,0.1094,0.0,0.367
G Peabody & Co,unknown,1857,1,13,494353.9,1,1,0,0.0478,0.0491,0.0,0.3669
H Buchler & Co,unknown,1847,1,29,17755.4,1,1,0,0.0017,0.1094,0.0,0.3668
Rowlandson & A,unknown,1847,1,29,14877.1,1,1,0,0.0014,0.1094,0.0,0.3667
R Heine Semon & Co,unknown,1857,1,23,186549.8,1,1,0,0.018,0.0868,0.0,0.3666
Cotesworth & Powell & Co,unknown,1847,1,24,148759.9,1,1,0,0.0144,0.0906,0.0,0.3665
Boyds & Thomas,unknown,1847,1,25,114873.9,1,1,0,0.0111,0.0943,0.0,0.3664
W Abbott & Son,unknown,1847,1,28,24703.4,1,1,0,0.0024,0.1057,0.0,0.3663
George Marshall,unknown,1847,1,28,25336.5,1,1,0,0.0024,0.1057,0.0,0.3663
Palmer McKillop D & C,unknown,1847,1,22,198432.3,1,1,0,0.0192,0.083,0.0,0.3663
J H Rudall,unknown,1847,1,28,21985.0,1,1,0,0.0021,0.1057,0.0,0.3663
W Sewell & Co,unknown,1847,1,28,18271.0,1,1,0,0.0018,0.1057,0.0,0.3662
Samuel Montagu & Co,unknown,1866,1,19,276452.9,1,1,0,0.0267,0.0717,0.0,0.3661
N M Rothchild & Son,unknown,1847,1,9,561456.5,1,1,0,0.0542,0.034,0.0,0.3659
W Cothay & Co,unknown,1847,1,25,93521.7,1,1,0,0.009,0.0943,0.0,0.3659
White & Greenwell,unknown,1847,1,26,57656.1,1,1,0,0.0056,0.0981,0.0,0.3658
Alston Bevan & Co,unknown,1847,1,26,51791.6,1,1,0,0.005,0.0981,0.0,0.3657
F.Elles Son,unknown,1914,1,17,316119.8,1,1,0,0.0305,0.0642,0.0,0.3657
De Lannoy & Nash,unknown,1847,1,26,46397.5,1,1,0,0.0045,0.0981,0.0,0.3656
C Buschek,unknown,1847,1,26,45601.9,1,1,0,0.0044,0.0981,0.0,0.3656
I. F. Pawson & Co,unknown,1866,1,17,294766.4,1,1,0,0.0285,0.0642,0.0,0.3653
Nohler & Co,unknown,1914,1,3,700000.0,1,1,0,0.0676,0.0113,0.0,0.3652
Clay Janson & Co,unknown,1847,1,26,26393.4,1,1,0,0.0025,0.0981,0.0,0.3652
Baltazzi & P,unknown,1847,1,22,136712.5,1,1,0,0.0132,0.083,0.0,0.3651
T. Tapling & Co,unknown,1866,1,24,77301.4,1,1,0,0.0075,0.0906,0.0,0.3651
Grant & Kemshead,unknown,1847,1,24,79144.3,1,1,0,0.0076,0.0906,0.0,0.3651
Konigswarter Bros,unknown,1847,1,23,99203.7,1,1,0,0.0096,0.0868,0.0,0.3649
Abel Bros,unknown,1847,1,25,32172.8,1,1,0,0.0031,0.0943,0.0,0.3648
A & G Da Costa & Co,unknown,1847,1,25,29287.0,1,1,0,0.0028,0.0943,0.0,0.3647
A Goldsmid,unknown,1847,1,21,137619.9,1,1,0,0.0133,0.0792,0.0,0.3645
Davey & Pegg,unknown,1847,1,25,20539.5,1,1,0,0.002,0.0943,0.0,0.3645
W Mallaliew & Co,unknown,1866,1,24,42015.1,1,1,0,0.0041,0.0906,0.0,0.3644
C Douglas & Son,unknown,1847,1,23,69032.6,1,1,0,0.0067,0.0868,0.0,0.3644
Geo Johnson & Co,unknown,1847,1,25,13104.6,1,1,0,0.0013,0.0943,0.0,0.3644
Groucock C & Co,unknown,1847,1,23,66182.9,1,1,0,0.0064,0.0868,0.0,0.3643
C Fauntleroy,unknown,1857,1,25,8611.6,1,1,0,0.0008,0.0943,0.0,0.3643
Steains Rowley & Co,unknown,1847,1,24,31848.6,1,1,0,0.0031,0.0906,0.0,0.3642
Dadabhai Naoroji & Co,unknown,1866,1,22,90862.5,1,1,0,0.0088,0.083,0.0,0.3642
