counterparty_clean,actor_category,class_confidence,n_transactions,total_amount,crises
G.G. Sandeman Sons Co,unknown,0.2,1,1666.3,1914
J. Hughes & Co,unknown,0.2,2,1654.48,1866
Alepson Bros Co,unknown,0.2,1,1651.21,1847
Geo Gibbs & Son,merchant_bank,0.85,7,1648.135,"1847,1857"
Amayssi Sons,unknown,0.2,1,1647.03,1847
Alex Bros,unknown,0.2,1,1643.355,1847
Brochoff & Sons,unknown,0.2,1,1642.55,1847
Fibacn & Co,unknown,0.2,1,1642.3799999999999,1847
Jno Gore & Co,unknown,0.2,1,1634.9499999999998,1847
E Zohrab,unknown,0.2,1,1633.05,1847
Washington & Davies,unknown,0.2,2,1631.35,1857
"Locke, Crosier & Edwards",unknown,0.2,2,1631.26,1866
T Hodgkinson & Co,unknown,0.2,4,1629.1799999999998,1857
Raff. Bascones,unknown,0.2,1,1628.4,1866
T Walker WW,unknown,0.2,1,1627.955,1847
Faudel & Phillips,unknown,0.2,1,1624.455,1857
R Halls M L,unknown,0.2,3,1615.855,1847
J Frederick Son & Co,unknown,0.2,1,1611.1999999999998,1847
A Dimitris & Sons,unknown,0.2,2,1610.28,1857
Unwick Son & Co,unknown,0.2,1,1608.3899999999999,1847
Roryemon & Sons,unknown,0.2,1,1606.5,1847
Parner Sons & Pictoned,unknown,0.2,1,1606.5,1857
J Lheais & Sons,unknown,0.2,1,1605.5549999999998,1847
W Hunt & Co,unknown,0.2,1,1598.0,1866
Shield & Harwood,unknown,0.2,2,1595.05,1847
"Davey, Thompson & Alder",unknown,0.2,1,1593.9,1866
Christopher Armstrong,unknown,0.2,1,1589.5,1847
Carvalho & Brother,unknown,0.2,1,1557.0,1857
Chris Cokes Jnr,unknown,0.2,1,1551.0,1847
Hen Geoff,unknown,0.2,1,1549.8,1857
J Urwich & Sons,unknown,0.2,2,1546.865,1847
Nalter Cossu & Son,unknown,0.2,1,1543.825,1847
Josh Foot & Son,unknown,0.2,2,1539.005,1847
Fould Dowir & M,unknown,0.2,1,1531.845,1847
Union Life,unknown,0.2,2,1524.48,1847
N & A Daniels,unknown,0.2,1,1520.0,1847
Bailey & Fox,unknown,0.2,2,1517.085,1847
M Da Costa + I. E. Coleman,unknown,0.2,1,1514.7,1857
Shreatfeild L & Codo,unknown,0.2,1,1506.0349999999999,1847
Jos Holl & Co,unknown,0.2,4,1505.2599999999998,1847
Jas Brooker,unknown,0.2,5,1503.875,1847
New Zealand Loans Afe,unknown,0.2,1,1500.0,1866
G. Routledge & Sons Ld,unknown,0.2,2,1499.1,1914
James Lawrence,unknown,0.2,2,1498.5,1866
Nestle & Anglo Swiss C.Milk Co,unknown,0.2,1,1496.25,1914
John Cape,unknown,0.2,3,1494.22,1847
F Dean Leller,unknown,0.2,1,1489.6,1847
Alifson B,unknown,0.2,1,1482.775,1847
F Siesler & Co,unknown,0.2,1,1482.0,1847
W H & A Scott,unknown,0.2,1,1472.0,1857
G. Houghton & Sons,unknown,0.2,4,1471.8000000000002,1857
David Kidd & Son,unknown,0.2,2,1465.2,1866
Richard Poppleton,unknown,0.2,1,1461.9599999999998,1866
Jonas Simonsen & Co,unknown,0.2,1,1458.0,1866
Geo Stevenson Sons,unknown,0.2,1,1455.0,1847
Bell Alex,unknown,0.2,1,1455.0,1847
H Erswell,unknown,0.2,2,1454.26,1847
J S Betts & Co,unknown,0.2,1,1448.4450000000002,1847
Vander Willigen Simon,unknown,0.2,1,1445.3200000000002,1866
Wulff,unknown,0.2,1,1440.0,1847
Matthew Brothers,unknown,0.2,1,1430.1000000000001,1857
J Cockburn & Co,unknown,0.2,3,1425.0,1847
W Guitealfe,unknown,0.2,1,1425.0,1847
R A Coward,unknown,0.2,2,1422.44,1847
Jnr Main,unknown,0.2,1,1422.225,1847
John Montefiore & Son,unknown,0.2,1,1410.3,1857
Jnr J H Pelly,unknown,0.2,1,1410.0,1847
Jh Macku,unknown,0.2,2,1409.04,1857
Alex Stewart & W,unknown,0.2,1,1406.25,1847
L. Engstrom Browning & Co,unknown,0.2,1,1405.8,1866
London S N Coy Limited,unknown,0.2,1,1398.72,1866
Sam Magnus,unknown,0.2,2,1388.28,1847
Giesler & Co F,unknown,0.2,1,1387.1,1847
Schwarm & Co,unknown,0.2,1,1386.0,1866
Tp Lloyds & Co,clearing_or_joint_stock_bank,0.7,1,1383.3,1857
Ruck Son & F,unknown,0.2,1,1381.93,1847
Sharpe H & D,unknown,0.2,4,1376.82,1847
J H N Loundes & Co,unknown,0.2,1,1374.03,1857
Resta Moore,unknown,0.2,3,1362.5,1857
Soanes M J,unknown,0.2,1,1358.0,1847
Chas Armstrong,unknown,0.2,3,1357.2,1847
John Halles,unknown,0.2,1,1354.5,1866
Nowoorjee Furdoonjee,unknown,0.2,1,1351.8,1866
George Peash,unknown,0.2,6,1344.435,1857
Kielsalls & Co,unknown,0.2,1,1340.5,1847
J.Greenich & Sons Ld,unknown,0.2,1,1333.1799999999998,1914
J J Buttress,unknown,0.2,5,1332.1575,"1847,1857"
W Cofser & Son,unknown,0.2,1,1326.34,1847
J & B Peade & Co,unknown,0.2,1,1314.12,1866
Anick & Son,unknown,0.2,1,1311.3,1847
Lovegrove & Leather,unknown,0.2,1,1310.715,1847
"Gilmour, Rankin, Strang & Co",unknown,0.2,1,1305.48,1866
Robinson & Brooking,unknown,0.2,1,1303.86,1847
J. B Thompson,unknown,0.2,1,1292.28,1866
Chs Brischek,unknown,0.2,1,1272.915,1847
Sinclair Hamilton & Co,unknown,0.2,1,1268.68,1857
Jno Udall,unknown,0.2,5,1267.18,1847
N S Coy & Co,unknown,0.2,1,1266.7725,1847
N. H + A Scott,unknown,0.2,1,1266.3,1857
Neumann Lueback & Co,unknown,0.2,1,1265.3999999999999,1914
A. G. D Costa,unknown,0.2,1,1260.0,1866
L Engstown Leach & Co,unknown,0.2,1,1256.85,1847
Oliver & Carr,unknown,0.2,3,1252.68,1866
Bardburg & Cook,unknown,0.2,1,1248.32,1866
Beaudsell & Jackson,unknown,0.2,2,1238.6499999999999,1866
E W Whistler,unknown,0.2,2,1230.02,1847
Reake & Grove,unknown,0.2,1,1229.0625,1847
Le Gros Thompson & Co,unknown,0.2,1,1228.58,1847
N Nansey,unknown,0.2,6,1215.62,1847
Tho' Stephens & Co,unknown,0.2,1,1215.0,1857
Thomas Nelson & Son,unknown,0.2,2,1207.92,1866
Parker Son & Picktchef,unknown,0.2,1,1206.66,1857
J H & G Scovell,unknown,0.2,2,1197.6175,1847
James Consens,unknown,0.2,1,1188.0,1857
W Tindall,unknown,0.2,1,1184.3999999999999,1847
H Huith,unknown,0.2,1,1179.36,1857
Henckell Du Buisson Co,unknown,0.2,2,1175.53,1914
Bridgewater Jones & Co,unknown,0.2,2,1169.8200000000002,1866
Joane Jackson & Co,unknown,0.2,1,1162.35,1857
John Walker,unknown,0.2,5,1149.3,1857
R Von Glehn,unknown,0.2,1,1142.97,1857
Legros Thompson Co,unknown,0.2,1,1142.04,1847
Ralli & Co,unknown,0.2,1,1140.0,1847
Tho Thomasset,unknown,0.2,1,1140.0,1847
E Beach Sons & Co,unknown,0.2,1,1138.725,1857
Rouney Bruce & Co,unknown,0.2,2,1128.75,1847
H. A Joseph,unknown,0.2,1,1128.0,1866
R & W J Roxby,unknown,0.2,2,1128.0,1847
Chas Watton & Sons,unknown,0.2,1,1124.55,1857
H R Fowler,unknown,0.2,1,1098.48,1857
White H,unknown,0.2,1,1096.755,1847
I. E. Coleman,unknown,0.2,2,1091.7,1857
Tw Madley & Co,unknown,0.2,1,1083.915,1857
A Pollack Erben,unknown,0.2,1,1079.2,1847
John Barelli,unknown,0.2,1,1077.87,1857
H J Lias & Son,unknown,0.2,4,1075.43,1857
W Bamondi,unknown,0.2,1,1074.465,1857
R Gray,unknown,0.2,1,1071.6,1847
P. Abraham,unknown,0.2,3,1071.0,1866
Lutwyike & Guys,unknown,0.2,3,1069.475,1847
Luys M C,unknown,0.2,1,1064.0,1847
P J Meugsino,unknown,0.2,2,1046.5,1857
Scott Alsion & Co,unknown,0.2,1,1041.6,1847
P Howard,unknown,0.2,1,1039.5,1857
Tho Husband & Co,unknown,0.2,1,1039.5,1857
J A Crocker,unknown,0.2,1,1030.3700000000001,1847
Tavell Beddone & Co,unknown,0.2,1,1029.105,1857
Edward Beach,unknown,0.2,1,1023.825,1847
Thomas Seamer,unknown,0.2,2,1018.8,1857
"Unwick, Son & D",unknown,0.2,1,1017.765,1847
G F Gaubert,unknown,0.2,2,1017.345,1847
Heppans & Co,unknown,0.2,1,1010.8,1847
R howards,unknown,0.2,1,1009.77,1847
W Clewes & Sons,unknown,0.2,1,1000.8000000000001,1857
Thos Wecom & Son,unknown,0.2,1,1000.0,1857
"Meares, Absolom & Co",unknown,0.2,3,998.01,1866
T W Houces,unknown,0.2,1,993.1949999999999,1847
E Beach Frn & Rep,unknown,0.2,1,992.7,1866
Harper Burne & Co,unknown,0.2,1,990.8399999999999,1857
National Bk Ld,unknown,0.2,1,989.9,1914
BCJ Gray & Son,unknown,0.2,1,980.16,1847
Inglis Wakefield,unknown,0.2,1,978.0749999999999,1857
Jas Holl & Co,unknown,0.2,1,977.8125,1847
Alich Bros,unknown,0.2,1,977.5999999999999,1847
Geden W H,unknown,0.2,1,970.0,1847
W B Gurney,unknown,0.2,7,968.51,1847
Mody & Co,unknown,0.2,1,968.1999999999999,1866
Morlel and Horne,unknown,0.2,1,967.68,1847
Bidgood Jones & Wilson,unknown,0.2,1,966.4200000000001,1857
W B Hine Parker & Co,unknown,0.2,2,963.05,1847
Secretan Campbell & Co,unknown,0.2,1,958.8,1866
J L Baker,unknown,0.2,4,956.4499999999999,1847
Beauvaisen + Leannard,unknown,0.2,1,950.67,1857
Alex & Jones,unknown,0.2,1,950.0,1847
F Walter & Co,unknown,0.2,1,950.0,1914
William Chevyt & Co,unknown,0.2,1,948.5200000000001,1857
Sromidill & Beckham,unknown,0.2,2,945.0,1857
Bell & Hughes,unknown,0.2,1,945.0,1847
Edward Sparkhall,unknown,0.2,1,945.0,1857
Geo Keen,unknown,0.2,1,945.0,1847
Sayant Fridor Co,unknown,0.2,2,945.0,1847
David Brown,unknown,0.2,3,944.595,1847
William Jackson,unknown,0.2,1,943.2,1857
F Mutvrieff,unknown,0.2,1,935.0,1847
A J Hill,unknown,0.2,1,935.0,1847
B Faurntheroy,unknown,0.2,1,935.0,1847
Parkinson & Dilchick,unknown,0.2,1,932.7149999999999,1857
Union Smiths Bank Ld Prescotts,clearing_or_joint_stock_bank,0.4,1,931.9499999999999,1914
N B Gurney & Sons,unknown,0.2,3,931.5,1847
Barnard & Co,unknown,0.2,1,930.8249999999999,1857
Tevan Kamm Tevan,unknown,0.2,1,930.8249999999999,1857
"Bauley, Pegg & Co",unknown,0.2,1,929.9999999999999,1866
W E Eddison,unknown,0.2,2,929.5799999999999,1857
Morgan Jnr & Ridge,merchant_bank,0.85,2,929.11,1847
Freinn Kennedy Percival (?),unknown,0.2,1,921.1999999999999,1857
Messrs Berkefeld,unknown,0.2,1,920.0,1857
Preacher Osborne & Co,unknown,0.2,2,918.72,1847
Seamer,unknown,0.2,1,912.255,1847
David Low,unknown,0.2,4,911.52,1847
S Stuart,unknown,0.2,1,909.0,1857
Stinton Bard & Co,unknown,0.2,1,904.365,1857
S Ulwich Son & D,unknown,0.2,1,900.4050000000001,1847
B Halberth & Sons,unknown,0.2,1,900.0,1857
Dawson Worth,unknown,0.2,1,900.0,1866
Edward Luckie,unknown,0.2,1,900.0,1866
N. Ganuap,unknown,0.2,1,900.0,1866
C & S Grimmrade,unknown,0.2,1,900.0,1866
Parker Son & Co,unknown,0.2,1,897.3000000000001,1857
S Swonnell & Son,unknown,0.2,2,888.0,1857
R Comber,unknown,0.2,1,883.575,1847
T & W H Hirst,unknown,0.2,2,880.98,1847
Rd Poppleton,unknown,0.2,1,878.4000000000001,1847
L.Boy.W.Bk Bk Chas Comiys Co,unknown,0.2,2,877.8,1914
John Brooks B W,unknown,0.2,7,874.21,1847
W B Hutton & Son,unknown,0.2,1,868.335,1847
Thomas Reynolds Jnr,unknown,0.2,3,866.6,1847
James Stern & Sons,merchant_bank,0.85,1,859.2800000000001,1847
J T Thol & Co,unknown,0.2,1,850.5,1847
Thomas Lee,unknown,0.2,4,841.395,"1847,1857"
J. W Laird,unknown,0.2,2,839.4499999999999,1866
S. Rich,unknown,0.2,1,828.0,1866
Gb Oyates & Son,unknown,0.2,1,819.3149999999999,1857
Alex Jones,unknown,0.2,1,817.425,1847
Charles Hoare Co,unknown,0.2,1,814.15,1914
William Horn,unknown,0.2,2,813.5,1847
Morlet & Horne,unknown,0.2,1,811.89,1847
Mae Jontque Buchanan & Co,unknown,0.2,1,807.9749999999999,1857
Schaezleil,unknown,0.2,1,807.5,1847
James Davidge,unknown,0.2,5,806.5,1857
Cittanerck C S,unknown,0.2,1,803.25,1847
"Mackinlay, Reuss & Co",unknown,0.2,1,800.0,1866
Rob Clouter,unknown,0.2,1,786.24,1847
"Bayliss, Jones & Bayliss",unknown,0.2,1,782.0,1866
J P Thal & Co,unknown,0.2,2,779.97,1857
G. B. Yates & Son,unknown,0.2,2,775.7,1866
Sinckin & Buck,unknown,0.2,1,775.1999999999999,1847
H. Thurburn,unknown,0.2,1,765.0,1866
H. D. Baleh,unknown,0.2,4,758.865,1866
J E Ford,unknown,0.2,1,757.8000000000001,1857
Sivendell & Baukland,unknown,0.2,1,756.0,1857
Fray & Mc Farlan,unknown,0.2,1,756.0,1847
W. E. Eddison & Co,unknown,0.2,1,756.0,1866
Isaac Walker,unknown,0.2,2,755.48,1847
Joshun Saunders,unknown,0.2,1,754.11,1847
M Levyson,unknown,0.2,1,750.3000000000001,1847
Barff & Co,unknown,0.2,1,748.8000000000001,1866
Frederick Sage,unknown,0.2,12,745.58,1866
Newton B & Co,unknown,0.2,1,741.6,1857
Perrott & Perrott,unknown,0.2,1,730.8000000000001,1866
E Downs & Co,unknown,0.2,1,724.7825,1857
Banffo & Co,unknown,0.2,1,720.0,1866
Wm Clay & Son,unknown,0.2,1,720.0,1847
H D Tho,unknown,0.2,1,718.16,1847
T Scott,unknown,0.2,1,711.5849999999999,1857
Willaim Pringle,unknown,0.2,1,708.75,1847
Josh & Holl & Co,unknown,0.2,1,704.85,1847
T Lawnde & Co,unknown,0.2,1,701.1899999999999,1857
White Greenwell,unknown,0.2,1,697.15,1847
Joseph Barwick,unknown,0.2,1,696.6,1866
H. Varasseus,unknown,0.2,1,695.5999999999999,1866
Hune P C,unknown,0.2,1,693.63,1847
Udall John,unknown,0.2,1,689.67,1847
W Kindle,unknown,0.2,1,687.97,1857
John Kendall,unknown,0.2,1,681.3449999999999,1847
Jno Wood C S,unknown,0.2,4,676.08,1847
Vivian & Younger,unknown,0.2,1,675.0,1866
La Forest,unknown,0.2,1,674.325,1847
H Bettle Parker Co,unknown,0.2,1,673.6725,1847
Joseph Callinson,unknown,0.2,2,663.3899999999999,1857
Sam Parker,unknown,0.2,1,662.6999999999999,1847
J. P. Thol & Co,unknown,0.2,2,656.8,1866
F J Montoya,unknown,0.2,1,651.0,1857
A. M. Peebler & Son,unknown,0.2,1,650.48,1866
Rees Glammong & Co,unknown,0.2,5,648.08,1866
Natl Bk Of England Ltd,unknown,0.2,1,647.9,1914
"Chas Hancock, C S",unknown,0.2,1,646.0,1847
Perrott +Perrott,unknown,0.2,1,644.0,1857
"John Reay, Sons Co",unknown,0.2,2,637.44,1866
Tevan Kamon + Tevan,unknown,0.2,1,636.93,1857
Grosscuth & Lubodlt,unknown,0.2,1,627.0,1914
W T Fasn,unknown,0.2,1,623.645,1847
Jno Williams & Sons,unknown,0.2,1,619.6875,1847
Pesta Movie,unknown,0.2,1,614.25,1857
I. W. Horsley,unknown,0.2,2,610.29,1866
Finze & Williams,unknown,0.2,1,607.24,1847
D H Bushell,unknown,0.2,5,607.23,1857
Williamson,unknown,0.2,1,606.6899999999999,1847
C J Ellis,unknown,0.2,1,598.5,1847
Hall Jos & Co,unknown,0.2,1,597.24,1847
Till & Flegor,unknown,0.2,1,592.515,1857
J Burls,unknown,0.2,2,584.19,1847
Rob & Simmons,unknown,0.2,2,577.5,1847
S Jacobson,unknown,0.2,1,567.4499999999999,1847
W Jenkinson,unknown,0.2,2,565.53,1866
Owthwaite & Co,unknown,0.2,4,556.9100000000001,1857
S & J Peqq,unknown,0.2,1,551.78,1866
John Macfrige,unknown,0.2,1,548.1,1857
C E Fireman,unknown,0.2,1,548.1,1857
W Wilson & Co,unknown,0.2,1,540.0,1866
Mary Burton,unknown,0.2,1,540.0,1857
J Brocker,unknown,0.2,1,536.75,1847
A. Haliener & Co,unknown,0.2,4,536.4,1866
Charles & Jof,unknown,0.2,1,532.98,1857
E. F. Oelricks & Co,unknown,0.2,3,531.7,1866
Robt Beattey & Sons,unknown,0.2,1,529.1999999999999,1857
Jt Dow,unknown,0.2,1,516.915,1857
M. Mayer & Co,unknown,0.2,1,513.0,1866
Lurek Barelay,unknown,0.2,1,512.1,1857
George Johnson & Co,unknown,0.2,1,509.40000000000003,1857
Jas Chambers,unknown,0.2,1,508.75,1847
Albers & Son,unknown,0.2,1,499.7,1847
Geo Simmons,unknown,0.2,3,494.19,1847
W M Crauston,unknown,0.2,1,491.40000000000003,1866
R & N Nicholls,unknown,0.2,2,489.91499999999996,1847
Langton + Robinson,unknown,0.2,1,489.6,1857
A L Crohn,unknown,0.2,2,489.0,1857
Carlthian & Corbierie,unknown,0.2,1,488.24999999999994,1857
Chrales & Fox,unknown,0.2,1,486.71999999999997,1847
W Wausay,unknown,0.2,1,484.185,1847
H. & J. Johnson & Co,unknown,0.2,1,480.24,1857
London Missionary Soc,unknown,0.2,1,477.5,1914
Tho Hodgkinson & Co,unknown,0.2,1,472.5,1857
Pesk Hooie,unknown,0.2,1,472.5,1857
Jas Hall & Co,unknown,0.2,1,467.5,1847
H C & Cabe,unknown,0.2,1,464.99999999999994,1857
J Lias & Son,unknown,0.2,2,464.30499999999995,1847
C A Jonas & Co,unknown,0.2,2,452.7,1857
Harvey Stambridge,unknown,0.2,1,450.0,1857
J. D. Dow,unknown,0.2,1,450.0,1866
Rofus Bros,unknown,0.2,1,440.85999999999996,1847
J. H Boobyer & Co,unknown,0.2,1,434.7,1866
A.Branwell Co Ltd,unknown,0.2,3,434.15,1914
Henry Moul,unknown,0.2,1,432.90000000000003,1866
J Boys,unknown,0.2,2,429.465,1847
Pocock & Sons,unknown,0.2,11,428.15999999999997,1847
Womersley Burts,unknown,0.2,1,427.5,1847
Ben Smith Duke,unknown,0.2,1,426.88,1847
Frederick Dunhill,unknown,0.2,5,424.19500000000005,1866
G A & J Swann,unknown,0.2,1,423.0,1847
Jnr Preskoick & Co,unknown,0.2,1,420.525,1847
A Jackson & Co,unknown,0.2,2,418.68,1857
Butterworth & Sons,unknown,0.2,1,417.57,1857
John Wood C S,unknown,0.2,2,415.8,1847
J & W McCutcheon,unknown,0.2,2,411.40000000000003,1847
William Howell & Co,unknown,0.2,2,411.07499999999993,1847
J Bunn,unknown,0.2,1,410.13,1847
G. & S. Kiteat,unknown,0.2,1,408.37,1914
J Tharp,unknown,0.2,1,405.79,1847
H.Kohnstamm,unknown,0.2,1,402.79999999999995,1914
S. Lewis & Sons,unknown,0.2,1,402.69,1866
H G Buchler & Co,unknown,0.2,1,402.55,1847
J H Dart,unknown,0.2,2,402.48,1857
Jns Rei,unknown,0.2,1,399.95,1847
Fred Fratt,unknown,0.2,1,394.79999999999995,1857
Thomas Leamer,unknown,0.2,1,392.40000000000003,1857
J Udall,unknown,0.2,2,390.56,1847
Judun Joseph,unknown,0.2,1,388.21999999999997,1847
G E Mackieth,unknown,0.2,4,383.57,1857
J. B. Minshall,unknown,0.2,1,383.40000000000003,1866
Neacher & Co,unknown,0.2,1,380.0,1847
H Thompson CC,unknown,0.2,4,379.0,1847
Robert Nuter,unknown,0.2,1,378.0,1847
J W Gibbon,unknown,0.2,1,378.0,1857
John Keay Sons Co,unknown,0.2,1,377.88,1866
J. H. Dant,unknown,0.2,1,376.0,1866
J R Glesias,unknown,0.2,1,376.0,1847
J Cousens & Sons,unknown,0.2,2,374.12,1847
Tho Frefor,unknown,0.2,1,372.33,1857
Millie & Palton,unknown,0.2,1,370.5,1847
G. E Macketh,unknown,0.2,3,368.48,1866
M L Magnus,unknown,0.2,2,366.2,1847
John Getting,unknown,0.2,4,364.885,"1847,1866"
G F Allcock,unknown,0.2,1,362.88,1847
J T Burrell,unknown,0.2,1,362.84,1847
Titus Nevrhouse,unknown,0.2,1,360.0,1866
J Meier,unknown,0.2,1,357.12,1847
Battley & Butler,unknown,0.2,1,353.7,1866
Jphn Prince,unknown,0.2,1,349.68,1847
Perram Jas,unknown,0.2,1,347.52,1847
Eady & Paris,unknown,0.2,2,344.58000000000004,1866
Jp Thol & Co,unknown,0.2,1,343.97999999999996,1857
Fox & Thompson,unknown,0.2,1,341.31,1866
W Watts,unknown,0.2,3,337.7,1847
Hall & Gray,unknown,0.2,1,333.585,1914
T Knaus & Co,unknown,0.2,1,330.88,1866
C. E. Heinke,unknown,0.2,2,329.94,1866
James Brys,unknown,0.2,1,327.75,1847
William Audlace & Sons,unknown,0.2,1,322.0,1857
Thomas Fielding,unknown,0.2,2,321.84,1847
Thos M Gregor,unknown,0.2,1,319.5,1857
Forman & Hadon,unknown,0.2,3,318.98999999999995,1847
T D Henry,unknown,0.2,1,314.685,1847
Tw Eady,unknown,0.2,1,314.64,1857
Magnus M L,unknown,0.2,1,314.28,1847
Alfred Towgood,unknown,0.2,2,312.855,1857
John Walker WW,unknown,0.2,1,312.55,1847
Bl Leman,unknown,0.2,2,309.96,1857
T Walker,unknown,0.2,1,307.8,1857
W & C Volckman,unknown,0.2,1,307.2,1847
A Best,unknown,0.2,1,306.3125,1847
Child & Co,unknown,0.2,2,296.4,1914
N Volckman,unknown,0.2,1,288.0,1847
Henry Rilli,unknown,0.2,1,285.0,1847
Runey B,unknown,0.2,1,285.0,1847
Teument & Co,unknown,0.2,1,283.5,1857
Tiedenick Tatt,unknown,0.2,1,283.5,1857
Lacey Howard & Co,unknown,0.2,1,282.0,1847
J Laussense,unknown,0.2,1,282.0,1847
Thomas Stephings,unknown,0.2,2,282.0,"1857,1866"
M Cape,unknown,0.2,1,282.0,1847
J Hood Co,unknown,0.2,1,277.5,1847
Rawlandson V A,unknown,0.2,1,277.44,1847
Richard Mitchell,unknown,0.2,5,276.45,1866
Francis Scott,unknown,0.2,1,270.90000000000003,1857
J. M. Buston,unknown,0.2,1,270.0,1866
Julius Jacoby,unknown,0.2,2,266.4,1866
W Nansey,unknown,0.2,1,264.0,1847
Jno Fettham & Co,unknown,0.2,1,262.2,1847
L Friedeberg,unknown,0.2,2,259.02,1847
W Lewell Co,unknown,0.2,1,250.9,1847
Geo Houghton & Sons,unknown,0.2,3,250.20999999999998,1847
Calchesters & Woolman,unknown,0.2,1,247.38,1857
Elizabeth Atkinson,unknown,0.2,1,244.03500000000003,1847
Jones Alex,unknown,0.2,1,242.5,1847
Jr Browne,unknown,0.2,2,238.14,1857
W. J. Crook,unknown,0.2,1,237.5,1914
Nara Matu,unknown,0.2,1,236.74,1866
Thomas Hodgkinsons & Co,unknown,0.2,1,235.0,1857
J C Jacobson,unknown,0.2,1,235.0,1847
H Richard & Sons,unknown,0.2,1,233.595,1857
Thomas Hodgkinson & Co,unknown,0.2,1,230.0,1857
Jas Rundall,unknown,0.2,2,227.1,1847
C Shudbolt & Co,unknown,0.2,1,227.04999999999998,1847
Jns Prishock & Co,unknown,0.2,1,225.855,1847
J Simpson,unknown,0.2,1,217.35,1857
John Lias & Son,unknown,0.2,1,214.7,1847
Tho Nelson & Son,unknown,0.2,1,207.89999999999998,1857
Thomas Nalher N N,unknown,0.2,1,206.28,1847
Jinchess & Pawtucket,unknown,0.2,1,201.96,1847
Pellegrrice Rasselli,unknown,0.2,1,200.22,1847
Samuel Strickland,unknown,0.2,2,198.55,1866
S A Moore & Others,unknown,0.2,1,198.45,1857
T Dunhill,unknown,0.2,2,198.22,1857
Tho Biggs,unknown,0.2,3,198.0,1857
James Brokke,unknown,0.2,1,194.0,1847
Gale & Frieud,unknown,0.2,1,189.9,1866
Sam & Vickers,unknown,0.2,2,188.1,1847
M F Mackenzie,unknown,0.2,1,188.0,1866
H & W Treygon,unknown,0.2,1,186.2,1847
Thomas M Gregor,unknown,0.2,1,186.11999999999998,1866
John Smith,unknown,0.2,1,186.0,1866
W. Pickford,unknown,0.2,1,184.5,1866
Bayliss Jones & Bayliss,unknown,0.2,1,180.5,1914
Angus Mackenzie,unknown,0.2,1,180.0,1857
Tr Browne,unknown,0.2,2,179.54999999999998,1857
R J + R Swift,unknown,0.2,2,178.605,1857
James Cerram,unknown,0.2,1,177.66,1847
Saman & Audont,unknown,0.2,1,174.825,1847
Bier & Partner,unknown,0.2,2,173.88,1857
S Houghton & Son,unknown,0.2,2,166.9175,1847
Thomas Walton,unknown,0.2,1,166.47,1857
J. L. Minel,unknown,0.2,1,165.44,1866
J nr Lilley,unknown,0.2,1,163.2,1847
G. J Thompson,unknown,0.2,1,161.1,1866
Jas Jacobson,unknown,0.2,1,160.65,1847
W F Brown,unknown,0.2,1,159.31,1857
A J Schleucher,unknown,0.2,1,154.98,1847
G E Mackreth,unknown,0.2,1,143.1,1857
J C Shackleton,unknown,0.2,1,141.75,1847
A B Byass,unknown,0.2,2,141.0,1847
Byfield & Richards,unknown,0.2,3,140.4,1866
J D Dow,unknown,0.2,1,139.5,1857
Beiy Riley,unknown,0.2,1,138.17999999999998,1866
J Sharp,unknown,0.2,1,133.95,1847
A & N Nicholls,unknown,0.2,1,127.3,1847
H Joey,unknown,0.2,1,126.63,1847
F Falt,unknown,0.2,1,123.5,1847
S A Hodgson,unknown,0.2,1,120.015,1857
Rob & Hunter,unknown,0.2,1,113.39999999999999,1847
Alfred Stram,unknown,0.2,1,110.91999999999999,1866
James Dickson,unknown,0.2,1,109.8,1866
Peckanell Bros,unknown,0.2,1,106.14999999999999,1847
F. Dunhill,unknown,0.2,2,105.80000000000001,1866
Ehrmann Bros,unknown,0.2,1,104.5,1914
Jno James,unknown,0.2,1,101.64999999999999,1847
Summers & Son,unknown,0.2,1,96.89999999999999,1847
J F Stanford,unknown,0.2,2,96.0,1847
H. J. V. Greenway,unknown,0.2,1,95.88,1866
Edwin Morgan,merchant_bank,0.85,1,95.535,1847
H Thompson C C,unknown,0.2,1,95.0,1847
Joseph Gonalaie,unknown,0.2,1,94.5,1857
Hl Crohn,unknown,0.2,1,94.5,1857
J Davidge,unknown,0.2,1,90.0,1857
Adi Denielrio & Sons,unknown,0.2,2,90.0,1857
J & W Rider,unknown,0.2,2,87.89,1866
T H Biggs,unknown,0.2,1,79.38,1857
P. S. Galitti,unknown,0.2,1,70.875,1857
Frederick Smee,unknown,0.2,1,65.8,1866
George Wyatt,unknown,0.2,2,61.11,1857
J. Samuel & Emmanuel,unknown,0.2,2,52.63999999999999,1866
Hodgson & Poweis,unknown,0.2,1,51.974999999999994,1847
Tj Van Yellen Of Bauks,unknown,0.2,1,47.25,1857
J. G. Buskin,unknown,0.2,1,45.0,1866
J Samalvier,unknown,0.2,1,45.0,1857
Joshua Jornalvico,unknown,0.2,1,44.415,1857
John Kelsey,unknown,0.2,1,43.699999999999996,1847
J. Ballauce & Son,unknown,0.2,1,40.419999999999995,1866
J. O. Beetron,unknown,0.2,3,38.7,1866
John S Baike,unknown,0.2,1,23.625,1857
Thomas Drayton,unknown,0.2,2,23.400000000000002,1857
John H Barbe,unknown,0.2,1,22.5,1857
Nash & Gurney,unknown,0.2,1,22.08,1847
Richard Pearee,unknown,0.2,1,20.47,1857
