counterparty_clean,canonical_counterparty,match_method,similarity_score,manual_review_required,cluster_id
Tho' Stephens & Co,Tho' Stephens & Co,exact,100,False,1174
Thomas Ainsworth,Thomas Ainsworth,exact,100,False,1175
Thomas Drayton,Thomas Drayton,exact,100,False,1176
Thomas Hodgkinson & Co,Thomas Hodgkinsons & Co,rapidfuzz_token_set_ratio,97,False,1177
Thomas Hodgkinsons & Co,Thomas Hodgkinsons & Co,exact,100,False,1177
Thomas Leamer,Thomas Seamer & Son,rapidfuzz_token_set_ratio,85,True,1184
Thomas Lee,Thomas Lee,exact,100,False,1178
Thomas Lowndes & Co,Thomas Lowndes & Co,exact,100,False,1179
Thomas Lyde,Thomas Lyde,exact,100,False,1180
Thomas M Gregor,Thomas M Gregor,exact,100,False,1181
Thomas Nelson & Son,Thomas Nelson & Son,exact,100,False,1182
Thomas Phehan & Co,Thomas Phehan & Co,exact,100,False,1183
Thomas Seamer,Thomas Seamer & Son,rapidfuzz_token_set_ratio,100,False,1184
Thomas Seamer & Son,Thomas Seamer & Son,exact,100,False,1184
Thomas Stephen & Co,Thomas Stephens & Co,rapidfuzz_token_set_ratio,96,False,1185
Thomas Stephens & Co,Thomas Stephens & Co,exact,100,False,1185
Thomas Stephings,Thomas Stephings,exact,100,False,1186
Thomas Tapling & Co,Thomas Tapling & Co,exact,100,False,1187
Thomas Walker,Thomas Walker,exact,100,False,1188
Thomas Walton,Thomas Walton,exact,100,False,1189
Thompson & Pattinson,Thompson & Pattinson,exact,100,False,1190
Thomson Bonar & Co,Thomson Bonar & Co,exact,100,False,1191
Thos M Gregor,Thos M Gregor,exact,100,False,1192
Thos Pretu & Co,Thos Pretu & Co,exact,100,False,1193
Thos Walker,Thos Walker,exact,100,False,1194
Thos Wecom & Son,Thos Wecom & Son,exact,100,False,1195
Tiedenick Tatt,Tiedenick Tatt,exact,100,False,1196
Till & Flegor,Till & Flegor,exact,100,False,1197
Timothy Wiggin & Co,Timothy Wiggin & Co,exact,100,False,1198
Titus Nevrhouse,Titus Nevrhouse,exact,100,False,1199
Tj Van Yellen Of Bauks,Tj Van Yellen Of Bauks,exact,100,False,1200
Tjas + Robinson W Ebbie Rale Co,Tjas + Robinson W Ebbie Rale Co,exact,100,False,1201
Tp Lloyds & Co,Tp Lloyds & Co,exact,100,False,1202
Tr Browne,Tr Browne,exact,100,False,1203
Trimmer & Grainger,Trimmer & Grainger,exact,100,False,1204
Truhling & Goschen,Truhling & Goschen,exact,100,False,1205
Truman Hitchcock,Truman Hitchcock & Co,rapidfuzz_token_set_ratio,100,False,1206
Truman Hitchcock & Co,Truman Hitchcock & Co,exact,100,False,1206
Tuichaw Leatson P & Co,Tuichaw Leatson P & Co,exact,100,False,1207
Turck Barclay & Co,Turck Barclay & Co,exact,100,False,1208
Tw Bradley & Co,Tw Bradley & Co,exact,100,False,1209
Tw Eady,Tw Eady,exact,100,False,1210
Tw Madley & Co,Tw Madley & Co,exact,100,False,1211
Union Bank Of Australia Ltd,Union Bank Of Australia Ltd,exact,100,False,1212
Union Bank Of Canada,Union Bank Of Canada,exact,100,False,1213
Union Bank Of Scotland Ltd,Union Bank Of Scotland Ltd,exact,100,False,1214
Union Discount Co. Of London Ltd,Union Discount Co. Of London Ltd,exact,100,False,1215
Union Smiths Bank Ld Lom St,Union Smiths Bk Ho,rapidfuzz_token_set_ratio,80,True,1216
Union Smiths Bank Ld Prescotts,Union Smiths Bk Ho,rapidfuzz_token_set_ratio,80,True,1216
Union Smiths Bank Prescotts,Union Smiths Bk Ho,rapidfuzz_token_set_ratio,80,True,1216
Union Smiths Bk Ho,Union Smiths Bk Ho,exact,100,False,1216
Union Smiths Bk Ld,Union Smiths Bk Ho,rapidfuzz_token_set_ratio,90,True,1216
Unity Joint,Unity Joint,exact,100,False,1217
Unity Mutual Bank,Unity Mutual Bank,exact,100,False,1218
Unity St Jk Bank,Unity St Jk Bank,exact,100,False,1219
Unity St Something,Unity St Something,exact,100,False,1220
Unreadable,Unreadable,exact,100,False,1221
Vagliano Brothers,Vagliano Brothers,exact,100,False,1222
Vander Willigen Simon,Vander Willigen Simon,exact,100,False,1223
Vivanti Annett & Co,Vivanti Annett & Co,exact,100,False,1224
Vivian & Younger,Vivian & Younger,exact,100,False,1225
Vyse Sons & Co,Vyse Sons & Co,exact,100,False,1226
W & H Brand & Co,W & H Brand & Co,exact,100,False,1227
W & H Braud & Co,W & H Brand & Co,rapidfuzz_token_set_ratio,90,True,1227
W & I Hall & Co,W & I Hall & Co,exact,100,False,1228
W & J Devas & Co,W. & T. Devas & Co,rapidfuzz_token_set_ratio,90,True,1250
W + A Riand & Co,W + A Riand & Co,exact,100,False,1229
W Anderson Haut & Co,W Anderson Haut & Co,exact,100,False,1230
W Anderson Hunt & Co,W Anderson Haut & Co,rapidfuzz_token_set_ratio,94,False,1230
W Bamondi,W Bamondi,exact,100,False,1231
W Berkefeld,W Berkefeld,exact,100,False,1232
W Brandt'S Sons & Co,W Brandt'S Sons & Co,exact,100,False,1233
W Clewes & Sons,W Clewes & Sons,exact,100,False,1234
W E Eddison,W. E. Eddison & Co,rapidfuzz_token_set_ratio,100,False,1251
W E Franks & Son,W. E. Franks & Son,rapidfuzz_token_set_ratio,100,False,1252
W F Brown,W F Brown,exact,100,False,1235
W H & A Scott,W. H & A Scott,rapidfuzz_token_set_ratio,100,False,1254
W H Cox & Co,W.H. Cox & Co,rapidfuzz_token_set_ratio,100,False,1268
W H Cox & Sons,W.H. Cox & Co,rapidfuzz_token_set_ratio,100,False,1268
W Hinkes Cay & Co,W Hinkes Cay & Co,exact,100,False,1236
W Howell & Co,W Howell & Co,exact,100,False,1237
W Hunt & Co,W Anderson Haut & Co,rapidfuzz_token_set_ratio,56,True,1230
W I & H Thompson,W I & H Thompson,exact,100,False,1238
W Jackson & Co,W Jackson & Co,exact,100,False,1239
W Jameson & Son,W Jameson & Son,exact,100,False,1240
W Jenkinson,W Jenkinson,exact,100,False,1241
W Kendle,W Kendle,exact,100,False,1242
W Kindle,W Kindle,exact,100,False,1243
W Klein,W Klein,exact,100,False,1244
W M Andrew & Sons,W. Hi & Andrew Form,rapidfuzz_token_set_ratio,90,True,1259
W M Crauston,W M Crauston,exact,100,False,1245
W Mallaliew & Co,W Mallaliew & Co,exact,100,False,1246
W Mc Andrew & Sons,W. Hi & Andrew Form,rapidfuzz_token_set_ratio,86,True,1259
W N De Mattos,W N De Mattos,exact,100,False,1247
W Smee & Sons,W Smee & Sons,exact,100,False,1248
W Vaughan & Co,W. Vaughan & Co,rapidfuzz_token_set_ratio,100,False,1267
W Wilson & Co,W Wilson & Co,exact,100,False,1249
W. & T. Devas & Co,W. & T. Devas & Co,exact,100,False,1250
W. E. Eddison & Co,W. E. Eddison & Co,exact,100,False,1251
W. E. Franks & Son,W. E. Franks & Son,exact,100,False,1252
W. Ewart & Son Ltd,W. Ewart & Son Ltd,exact,100,False,1253
W. H & A Scott,W. H & A Scott,exact,100,False,1254
W. H. Hindley,W. H. Hindley,exact,100,False,1255
W. H. Laird,W. H. Laird,exact,100,False,1256
W. H. Partridge & Co,W. H. Partridge & Co,exact,100,False,1257
W. Halford & Co,W. Halford & Co,exact,100,False,1258
W. Hi & Andrew Form,W. Hi & Andrew Form,exact,100,False,1259
W. J. Crook,W. J. Crook,exact,100,False,1260
W. Mepzstein,W. Mepzstein,exact,100,False,1261
W. Morhimore,W. Morhimore,exact,100,False,1262
W. Muggeridge & Co,W. Muggeridge & Co,exact,100,False,1263
W. Pickford,W. Pickford,exact,100,False,1264
W. Rattray & Co,W. Rattray & Co,exact,100,False,1265
W. Spotten & Co,W. Spotten & Co,exact,100,False,1266
W. Vaughan & Co,W. Vaughan & Co,exact,100,False,1267
W.H. Cox & Co,W.H. Cox & Co,exact,100,False,1268
W.Ladenburg & Co,W.Ladenburg & Co,exact,100,False,1269
W.R.Crow & Son,W.R.Crow & Son,exact,100,False,1270
Walford Fairer & Harrison,Walford Fairer & Harrison,exact,100,False,1271
Walford Tainen & Co,Walford Tainen & Co,exact,100,False,1272
Walhampton & Staffordshire,Walhampton & Staffordshire,exact,100,False,1273
Walker Howell & Co,Walker Howell & Co,exact,100,False,1274
Wallace Bros & Co Ld,Wallace Bros & Co Ld,exact,100,False,1275
Wallace Brothers,Wallace Bros & Co Ld,rapidfuzz_token_set_ratio,100,False,1275
Walter Howell,Walter Howell,exact,100,False,1276
Warre Brothers,Warre Brothers,exact,100,False,1277
Washington & Davies,Washington & Davies,exact,100,False,1278
Welch Margeston & Co,Welch Margeston & Co,exact,100,False,1279
Welch Margetson & Co,Welch Margeston & Co,rapidfuzz_token_set_ratio,94,False,1279
Weston & Co,Weston & Co,exact,100,False,1280
Weston + Laurie,Weston + Laurie,exact,100,False,1281
Wf Moore,Wf Moore,exact,100,False,1282
White & Shaxson,White & Shaxson,exact,100,False,1283
White Son & Co,White & Shaxson,rapidfuzz_token_set_ratio,100,False,1283
Wienholt Wehmer & Co,Wienholt Wehmer & Co,exact,100,False,1284
William Andew & Sons,William Andew & Sons,exact,100,False,1285
William Audlace & Sons,William Audlace & Sons,exact,100,False,1286
William Brandt'S Sons & Co,William Brandt'S Sons & Co,exact,100,False,1287
William Burnside,William Burnside,exact,100,False,1288
William Chevyt & Co,William Chevyt & Co,exact,100,False,1289
William Clowes & Sons,William Clowes & Sons,exact,100,False,1290
William Deacon & Co For The Northampton Union Bank,William Deacon & Co For The Northampton Union Bank,exact,100,False,1291
William Jackson,William Jackson,exact,100,False,1292
William Leask,William Leask,exact,100,False,1293
Williams Deacon & Co,Williams Deacon'S Bank Ltd,rapidfuzz_token_set_ratio,93,False,1294
Williams Deacon & Co On Each Of The Dudley + West Bromwich Co,Williams Deacon'S Bank Ltd,rapidfuzz_token_set_ratio,81,True,1294
Williams Deacon'S Bank Ltd,Williams Deacon'S Bank Ltd,exact,100,False,1294
Williams Meyustein,Williams Meyustein,exact,100,False,1295
Williams Overbury & Co,Williams Overbury & Co,exact,100,False,1296
Wilson & Bellenger,Wilson & Bellenger,exact,100,False,1297
Wilson Leward & Swale,"Wilson, Seward & Swale",rapidfuzz_token_set_ratio,95,False,1299
Wilson Swale & Co,"Wilson, Seward & Swale",rapidfuzz_token_set_ratio,100,False,1299
"Wilson, Rose, Graham & Co","Wilson, Rose, Graham & Co",exact,100,False,1298
"Wilson, Seward & Swale","Wilson, Seward & Swale",exact,100,False,1299
Wm Andrew & Sons,Wm Andrew & Sons,exact,100,False,1300
Wm Hooten Yates,Wm Hooten Yates,exact,100,False,1301
Wm Lymington & Co,Wm Lymington & Co,exact,100,False,1302
Wm Norton Yates Lombard St,Wm Norton Yates Lombard St,exact,100,False,1303
Wm Oliver & Sons Ltd,Wm Oliver & Sons Ltd,exact,100,False,1304
Wm Rivet & Sons Ltd,Wm Rivet & Sons Ltd,exact,100,False,1305
Wn De Hacelles,Wn De Hacelles,exact,100,False,1306
Woverhamption & Staffordshire Banking Corporation By ?,Woverhamption & Staffordshire Banking Corporation By ?,exact,100,False,1307
Wr Crow & Son,Wr Crow & Son,exact,100,False,1308
X. Balli,X. Balli,exact,100,False,1309
Yeames Lander & Co,Yeames Lander & Co,exact,100,False,1310
Yokohama Bk Ltd,Yokohama Bk Ltd,exact,100,False,1311
Young Harrison & Bevan,Young Harrison & Bevan,exact,100,False,1312
Zarifi Brothers & Co,Zarifi Brothers & Co,exact,100,False,1313
